attendance,assignment_score,midterm_score,study_hours,previous_grade,quiz_scores,participation,sleep_hours,performance_trend,attendance_rate,score_avg,study_sleep_ratio,risk_label
0.7769869513641756,0.8433333333333334,0.536281179138322,0.39473684210526316,0.747945205479452,0.6971098265895953,0.8557894736842104,0.6833333333333331,0.35287356321839086,0.7769869513641756,0.7981790591805769,0.3620689655172414,0
0.8469750889679715,0.8466666666666667,0.6609977324263038,0.75,0.8082191780821917,0.8647398843930635,0.8357894736842106,0.6666666666666665,0.4287356321839081,0.8469750889679715,0.9104704097116847,0.6982758620689656,0
0.35943060498220647,0.29666666666666675,0.23129251700680276,0.15789473684210525,0.3753424657534246,0.37109826589595374,0.31368421052631573,0.16666666666666663,0.35632183908045983,0.35943060498220647,0.21244309559939306,0.25862068965517243,1
0.9964412811387902,0.8366666666666667,0.7448979591836734,0.5394736842105262,0.4356164383561643,0.6312138728323698,0.6778947368421053,0.5999999999999999,0.8264367816091954,0.9964412811387899,0.7511380880121399,0.5344827586206897,0
0.9086595492289442,0.84,0.5487528344671202,0.6710526315789472,0.7753424657534247,0.8138728323699422,0.5505263157894738,0.7666666666666666,0.342528735632184,0.9086595492289442,0.8740515933232171,0.5775862068965518,0
0.7758007117437722,0.6455555555555554,0.8911564625850341,0.3684210526315789,0.7863013698630137,0.7583815028901734,0.5463157894736841,0.3833333333333333,0.6804597701149426,0.7758007117437723,0.7040971168437027,0.456896551724138,0
0.8256227758007118,0.6766666666666667,0.6099773242630385,0.4868421052631579,0.4356164383561643,0.6485549132947976,0.7978947368421052,0.5833333333333333,0.6896551724137931,0.8256227758007118,0.6525037936267073,0.49137931034482757,0
0.7330960854092528,0.801111111111111,0.5986394557823128,0.43421052631578944,0.39999999999999997,0.6658959537572253,0.9642105263157894,0.6333333333333333,0.7080459770114943,0.7330960854092528,0.7496206373292869,0.4224137931034483,0
0.9228944246737842,0.5477777777777777,0.7902494331065759,0.2631578947368421,0.38356164383561636,0.5872832369942196,0.94,0.43333333333333324,0.9160919540229886,0.9228944246737842,0.5250379362670714,0.3103448275862069,0
0.4816132858837485,0.5444444444444444,0.21201814058956914,0.10526315789473684,0.22328767123287668,0.4173410404624277,0.41578947368421054,0.6166666666666667,0.4643678160919541,0.4816132858837485,0.4112291350531108,0.10344827586206896,1
0.7319098457888494,0.6377777777777778,0.7505668934240363,0.381578947368421,0.6273972602739726,0.7283236994219653,0.6621052631578948,0.9833333333333334,0.671264367816092,0.7319098457888494,0.6798179059180578,0.28448275862068967,0
0.8742586002372481,0.7211111111111111,0.7040816326530612,0.3157894736842105,0.5876712328767124,0.8601156069364163,0.5610526315789472,0.6166666666666667,0.6574712643678162,0.8742586002372479,0.8224582701062217,0.3103448275862069,0
0.7568208778173191,0.8044444444444445,0.6133786848072563,0.763157894736842,0.5972602739726027,0.638150289017341,0.6021052631578947,0.44999999999999996,0.5574712643678161,0.7568208778173191,0.7344461305007588,0.8793103448275863,0
0.39145907473309616,0.44888888888888895,0.5170068027210885,0.09210526315789473,0.25753424657534246,0.2959537572254335,0.028421052631578944,0.2333333333333334,0.7448275862068966,0.39145907473309605,0.26707132018209406,0.13793103448275865,1
0.7544483985765125,0.7188888888888889,0.6825396825396826,0.4605263157894737,0.6698630136986303,0.5861271676300578,0.6378947368421053,0.5,0.5666666666666668,0.7544483985765125,0.6403641881638849,0.5,0
0.8279952550415184,0.7422222222222222,0.826530612244898,0.2631578947368421,0.38356164383561636,0.7317919075144508,0.756842105263158,0.7,0.9528735632183909,0.8279952550415184,0.7526555386949925,0.24137931034482762,0
0.6975088967971531,0.6322222222222222,0.7653061224489796,0.6842105263157895,0.7095890410958905,0.5375722543352601,0.5947368421052632,0.8666666666666665,0.617241379310345,0.697508896797153,0.5493171471927163,0.5431034482758621,0
0.7841043890865955,0.8111111111111111,0.7403628117913832,0.8157894736842105,0.6082191780821917,0.8404624277456647,0.7978947368421052,0.7333333333333334,0.6770114942528737,0.7841043890865954,0.8710166919575115,0.7241379310344828,0
0.5266903914590748,0.32666666666666666,0.45578231292517,0.2894736842105263,0.22191780821917811,0.5861271676300578,0.43368421052631584,0.6499999999999999,0.7126436781609197,0.5266903914590747,0.3732928679817907,0.2758620689655173,1
0.5812574139976276,0.611111111111111,0.5011337868480725,0.19736842105263158,0.22602739726027393,0.3976878612716763,0.44631578947368417,0.3833333333333333,0.7551724137931035,0.5812574139976275,0.44309559939301973,0.24137931034482762,1
0.963226571767497,0.6566666666666666,0.6394557823129252,0.381578947368421,0.8054794520547945,0.638150289017341,0.7684210526315789,0.43333333333333324,0.40919540229885065,0.963226571767497,0.6327769347496208,0.4482758620689656,0
0.7473309608540926,0.7466666666666667,0.6190476190476191,0.7236842105263157,0.7643835616438357,0.8427745664739885,0.7147368421052631,0.5499999999999998,0.42298850574712654,0.7473309608540926,0.828528072837633,0.75,0
0.5302491103202848,0.3777777777777778,0.6031746031746031,0.14473684210526316,0.4589041095890411,0.20346820809248553,0.5431578947368421,0.4,0.6632183908045978,0.5302491103202847,0.15781487101669206,0.1724137931034483,1
0.7663107947805456,0.8677777777777776,0.6077097505668935,0.34210526315789475,0.9164383561643836,0.630057803468208,0.8452631578947367,0.6666666666666665,0.2839080459770116,0.7663107947805458,0.7708649468892264,0.31896551724137934,0
0.25385527876631087,0.3344444444444445,0.5680272108843537,0.2894736842105263,0.3260273972602739,0.4011560693641619,0.44631578947368417,0.19999999999999996,0.739080459770115,0.25385527876631075,0.25796661608497734,0.4482758620689656,1
0.7568208778173191,1.0,0.7097505668934241,0.6973684210526315,0.8164383561643835,0.5283236994219653,0.5410526315789475,0.6499999999999999,0.47126436781609204,0.7568208778173191,0.795144157814871,0.6637931034482759,0
0.4080664294187426,0.3633333333333334,0.3514739229024943,0.24999999999999997,0.13287671232876713,0.35838150289017345,0.38842105263157894,0.29999999999999993,0.6816091954022989,0.4080664294187426,0.2488619119878605,0.3448275862068966,1
0.9181494661921707,1.0,0.5419501133786848,0.5789473684210527,0.6315068493150684,0.5213872832369942,0.6599999999999999,0.33333333333333326,0.45632183908045987,0.918149466192171,0.7905918057663128,0.7586206896551725,0
0.944246737841044,0.5422222222222222,0.7981859410430839,0.40789473684210525,0.5315068493150685,0.7283236994219653,0.56,0.5166666666666666,0.8,0.9442467378410437,0.6130500758725341,0.43965517241379315,0
0.2775800711743772,0.4911111111111112,0.2811791383219955,0.23684210526315788,0.063013698630137,0.46127167630057797,0.631578947368421,0.2833333333333333,0.6689655172413794,0.2775800711743772,0.4036418816388468,0.32758620689655177,1
0.4128113879003559,0.611111111111111,0.4739229024943311,0.2894736842105263,0.30136986301369867,0.17572254335260115,0.2494736842105263,0.3833333333333333,0.664367816091954,0.4128113879003559,0.2974203338391503,0.3620689655172414,1
0.5551601423487544,0.5322222222222222,0.41496598639455784,0.013157894736842105,0.2561643835616439,0.5953757225433526,0.2694736842105263,0.3833333333333333,0.6425287356321839,0.5551601423487544,0.5189681335356602,0.01724137931034483,1
0.3831553973902728,0.4855555555555556,0.6031746031746031,0.10526315789473684,0.3260273972602739,0.4520231213872833,0.0,0.6666666666666665,0.774712643678161,0.3831553973902728,0.39453717754173007,0.09482758620689656,1
0.7888493475682089,0.7322222222222222,0.9195011337868482,0.631578947368421,0.7808219178082192,0.900578034682081,0.8399999999999999,0.6499999999999999,0.713793103448276,0.7888493475682087,0.8558421851289835,0.603448275862069,0
0.47805456702253857,0.44222222222222224,0.5952380952380952,0.17105263157894737,0.1205479452054794,0.38612716763005783,0.38105263157894737,0.2666666666666666,0.939080459770115,0.4780545670225387,0.32018209408194237,0.24137931034482762,1
0.4602609727164888,0.3355555555555556,0.3253968253968254,0.09210526315789473,0.4465753424657534,0.2601156069364161,0.4694736842105263,0.3666666666666667,0.3919540229885058,0.4602609727164888,0.1654021244309561,0.1120689655172414,1
0.9644128113879005,0.72,0.8015873015873016,0.5789473684210527,0.6465753424657534,0.7283236994219653,0.47368421052631576,0.7,0.706896551724138,0.9644128113879002,0.7344461305007588,0.5258620689655172,0
0.47805456702253857,0.5922222222222222,0.21315192743764172,0.19736842105263158,0.19178082191780826,0.49826589595375725,0.588421052631579,0.29999999999999993,0.4919540229885058,0.4780545670225387,0.49772382397572085,0.26724137931034486,1
0.7390272835112693,0.7166666666666667,0.7448979591836734,0.631578947368421,0.8452054794520549,0.6485549132947976,0.5421052631578946,0.43333333333333324,0.48275862068965525,0.7390272835112693,0.6798179059180578,0.7413793103448276,0
0.9679715302491103,0.851111111111111,0.8764172335600906,0.42105263157894735,0.5630136986301368,0.7017341040462428,0.7557894736842106,0.8499999999999999,0.8528735632183908,0.9679715302491103,0.8072837632776937,0.3448275862068966,0
0.6322657176749704,0.3244444444444445,0.46371882086167804,0.23684210526315788,0.5205479452054795,0.2809248554913294,0.20421052631578945,0.44999999999999996,0.4701149425287357,0.6322657176749703,0.1714719271623673,0.2758620689655173,1
0.5587188612099644,0.611111111111111,0.2256235827664399,0.15789473684210525,0.23698630136986293,0.5953757225433526,0.40421052631578946,0.09999999999999998,0.4666666666666668,0.5587188612099644,0.5735963581183612,0.28448275862068967,1
0.30486358244365364,0.2566666666666667,0.38095238095238093,0.35526315789473684,0.2821917808219178,0.5398843930635838,0.29473684210526313,0.21666666666666656,0.5862068965517242,0.30486358244365364,0.2959028831562975,0.5431034482758621,1
0.7532621589561093,0.7788888888888889,0.6213151927437641,0.7894736842105263,0.5767123287671232,0.8763005780346821,0.6136842105263158,0.6499999999999999,0.5827586206896552,0.7532621589561092,0.8725341426403643,0.75,0
0.48279952550415184,0.5599999999999999,0.5328798185941043,0.34210526315789475,0.33013698630136984,0.5815028901734104,0.35789473684210527,0.2666666666666666,0.7000000000000001,0.48279952550415184,0.5295902883156298,0.49137931034482757,1
0.734282325029656,0.6311111111111111,0.8503401360544217,0.5789473684210527,0.7191780821917808,0.5653179190751445,0.7484210526315789,0.33333333333333326,0.6954022988505748,0.7342823250296561,0.56752655538695,0.7586206896551725,0
0.5776986951364177,0.901111111111111,0.8934240362811792,0.6052631578947367,0.4657534246575343,0.6416184971098265,0.5442105263157895,0.5333333333333332,0.9517241379310346,0.5776986951364176,0.8012139605462825,0.6379310344827587,0
0.877817319098458,0.8088888888888889,0.5952380952380952,0.47368421052631576,0.5602739726027397,0.7664739884393063,0.6821052631578948,0.7,0.5701149425287357,0.877817319098458,0.8209408194233689,0.4310344827586207,0
0.771055753262159,0.7788888888888889,0.44104308390022673,0.6447368421052632,0.7917808219178082,0.7421965317919075,0.7252631578947368,0.4833333333333334,0.21954022988505756,0.771055753262159,0.7845220030349016,0.7155172413793104,0
0.11269276393831554,0.22000000000000003,0.08616780045351471,0.23684210526315788,0.4438356164383562,0.35144508670520225,0.42,0.5166666666666666,0.15172413793103456,0.11269276393831554,0.1456752655538695,0.25862068965517243,1
0.501779359430605,0.38000000000000006,0.2732426303854875,0.3289473684210526,0.5095890410958903,0.35028901734104045,0.33789473684210525,0.44999999999999996,0.2862068965517242,0.5017793594306049,0.25493171471927173,0.37931034482758624,1
0.9311981020166074,0.7066666666666666,0.5340136054421768,0.763157894736842,0.8164383561643835,0.5676300578034682,0.6000000000000001,0.5333333333333332,0.29310344827586216,0.9311981020166074,0.6206373292867982,0.8103448275862069,0
0.38434163701067625,0.17333333333333334,0.09297052154195012,0.3684210526315789,0.37260273972602737,0.21040462427745663,0.38105263157894737,0.5333333333333332,0.21839080459770122,0.38434163701067614,0.021244309559939334,0.3879310344827587,1
0.6856465005931198,0.7577777777777778,0.546485260770975,0.4605263157894737,0.5575342465753426,0.4508670520231214,0.6000000000000001,0.5999999999999999,0.5229885057471265,0.6856465005931198,0.5796661608497726,0.456896551724138,0
0.8220640569395019,0.6788888888888888,0.44104308390022673,0.4605263157894737,0.6191780821917807,0.9999999999999999,0.7336842105263157,0.7666666666666666,0.3643678160919541,0.8220640569395017,0.8861911987860396,0.3965517241379311,0
0.9240806642941874,0.8522222222222222,0.600907029478458,0.8157894736842105,0.5520547945205478,0.7017341040462428,0.9663157894736842,0.8833333333333333,0.5827586206896552,0.9240806642941874,0.8072837632776937,0.646551724137931,0
0.7947805456702255,0.7233333333333333,0.6235827664399093,0.3289473684210526,0.5287671232876712,0.7583815028901734,0.6052631578947367,0.5499999999999998,0.6252873563218392,0.7947805456702254,0.7572078907435509,0.3448275862068966,0
0.6892052194543298,0.8788888888888888,0.6859410430839001,0.75,0.6917808219178083,0.8289017341040462,0.6894736842105262,0.46666666666666656,0.5517241379310346,0.6892052194543298,0.9104704097116847,0.8448275862068966,0
0.7722419928825622,0.7077777777777778,0.5442176870748299,0.5263157894736842,0.7547945205479452,0.7745664739884393,0.5368421052631578,0.7666666666666666,0.3551724137931035,0.7722419928825623,0.7572078907435509,0.456896551724138,0
0.9833926453143536,0.8477777777777777,0.9580498866213152,0.2631578947368421,0.8465753424657534,0.6947976878612716,0.7684210526315789,0.6499999999999999,0.6977011494252874,0.9833926453143536,0.7996965098634297,0.25,0
0.6536180308422301,0.8333333333333334,0.683673469387755,0.35526315789473684,0.5931506849315067,0.5560693641618497,0.8799999999999999,0.5166666666666666,0.6321839080459771,0.6536180308422301,0.6995447647951443,0.37931034482758624,0
0.807829181494662,0.6988888888888889,0.7154195011337869,0.631578947368421,0.5164383561643835,0.7976878612716762,0.9063157894736842,0.7833333333333332,0.7287356321839081,0.8078291814946619,0.7663125948406679,0.5344827586206897,0
0.35112692763938314,0.26222222222222225,0.3752834467120181,0.30263157894736836,0.5205479452054795,0.5953757225433526,0.5347368421052632,0.43333333333333324,0.3804597701149426,0.35112692763938325,0.3353566009104704,0.35344827586206895,1
0.8339264531435351,0.7455555555555555,0.6428571428571428,0.6578947368421052,0.6794520547945204,0.798843930635838,0.7810526315789474,0.5666666666666667,0.5183908045977013,0.8339264531435351,0.7981790591805769,0.6724137931034484,0
0.8564650059311982,0.701111111111111,0.7777777777777778,0.3157894736842105,0.8520547945205479,0.7248554913294798,0.6421052631578947,0.7333333333333334,0.5103448275862069,0.856465005931198,0.7192716236722307,0.2758620689655173,0
0.5183867141162515,0.5055555555555555,0.26190476190476186,0.3289473684210526,0.5205479452054795,0.21040462427745663,0.37578947368421056,0.6666666666666665,0.26551724137931043,0.5183867141162515,0.2488619119878605,0.3103448275862069,1
0.7034400948991697,0.3277777777777778,0.3219954648526077,0.06578947368421052,0.40547945205479446,0.4323699421965318,0.6231578947368421,0.41666666666666663,0.42298850574712654,0.7034400948991697,0.2731411229135054,0.07758620689655173,1
0.8612099644128115,0.8600000000000001,0.7755102040816326,0.2763157894736842,0.5876712328767124,0.6080924855491329,0.7610526315789474,0.8999999999999999,0.7298850574712644,0.8612099644128115,0.7526555386949925,0.21551724137931036,0
0.45195729537366547,0.23444444444444446,0.2596371882086168,0.06578947368421052,0.1150684931506849,0.12716763005780343,0.4684210526315789,0.21666666666666656,0.6034482758620691,0.4519572953736656,0.009104704097116889,0.10344827586206896,1
0.6678529062870701,0.6988888888888889,0.7403628117913832,0.9999999999999999,0.5630136986301368,0.7468208092485549,0.8084210526315789,0.7166666666666666,0.7149425287356322,0.66785290628707,0.732928679817906,0.8965517241379312,0
0.48398576512455516,0.2555555555555556,0.42630385487528344,0.21052631578947367,0.4136986301369863,0.5803468208092486,0.32105263157894737,0.1499999999999999,0.5218390804597702,0.48398576512455516,0.3216995447647952,0.35344827586206895,1
0.6963226571767498,0.6977777777777777,0.5714285714285714,0.3684210526315789,0.7876712328767124,0.4219653179190751,0.6842105263157894,0.4833333333333334,0.3551724137931035,0.6963226571767497,0.5189681335356602,0.4051724137931034,0
0.6595492289442467,0.7844444444444444,0.8764172335600906,0.618421052631579,0.5904109589041096,0.753757225433526,0.6547368421052633,0.41666666666666663,0.8298850574712644,0.6595492289442467,0.795144157814871,0.7327586206896552,0
0.7236061684460262,0.81,0.6462585034013605,0.618421052631579,0.8671232876712329,0.6231213872832371,0.7894736842105263,0.5166666666666666,0.3643678160919541,0.7236061684460261,0.7283763277693478,0.6637931034482759,0
0.7864768683274022,0.7111111111111111,0.7142857142857142,0.3157894736842105,0.5068493150684932,0.684393063583815,0.634736842105263,0.33333333333333326,0.7356321839080461,0.786476868327402,0.7010622154779973,0.41379310344827586,0
0.8007117437722421,0.7777777777777778,0.802721088435374,0.5921052631578947,0.5863013698630137,0.4416184971098266,0.7863157894736843,0.7,0.7586206896551725,0.800711743772242,0.5857359635811836,0.5344827586206897,0
0.7058125741399763,0.8733333333333333,0.564625850340136,0.5657894736842105,0.473972602739726,0.49710982658959535,0.7326315789473683,0.7166666666666666,0.6114942528735633,0.7058125741399763,0.6889226100151746,0.5086206896551724,0
0.7425860023724793,0.7933333333333333,0.5532879818594104,0.381578947368421,0.8342465753424659,0.8693641618497109,0.6031578947368421,0.6666666666666665,0.2977011494252874,0.7425860023724793,0.8786039453717756,0.35344827586206895,0
0.9323843416370108,0.8677777777777776,0.7494331065759637,0.6710526315789472,0.56986301369863,0.5606936416184971,0.6599999999999999,0.5499999999999998,0.7183908045977012,0.9323843416370106,0.725341426403642,0.6982758620689656,0
0.8066429418742587,0.5688888888888889,0.7653061224489796,0.6052631578947367,0.7712328767123287,0.6797687861271676,0.6063157894736841,0.9166666666666665,0.5655172413793104,0.8066429418742586,0.6009104704097119,0.4655172413793104,0
0.8208778173190985,0.8999999999999999,0.7834467120181406,0.43421052631578944,0.38356164383561636,0.4589595375722544,0.5831578947368421,0.5833333333333333,0.9091954022988507,0.8208778173190985,0.6813353566009106,0.43965517241379315,0
0.6287069988137605,0.41444444444444445,0.6031746031746031,0.19736842105263158,0.4794520547945205,0.5641618497109826,0.5557894736842104,0.5833333333333333,0.6459770114942529,0.6287069988137605,0.41881638846737484,0.19827586206896555,1
0.6120996441281139,0.2544444444444445,0.5827664399092971,0.2763157894736842,0.08493150684931511,0.32832369942196526,0.18736842105263157,0.2833333333333333,0.9563218390804599,0.6120996441281139,0.15477996965098634,0.3879310344827587,1
0.7141162514827997,0.651111111111111,0.7505668934240363,0.3684210526315789,0.4986301369863014,0.6034682080924856,0.7547368421052632,0.6166666666666667,0.7793103448275862,0.7141162514827996,0.6069802731411231,0.3620689655172414,0
0.3665480427046264,0.3622222222222223,0.30158730158730157,0.2894736842105263,0.5205479452054795,0.48786127167630056,0.19157894736842104,0.33333333333333326,0.30574712643678165,0.3665480427046264,0.33383915022761773,0.37931034482758624,1
0.6939501779359432,0.7244444444444444,0.6859410430839001,0.42105263157894735,0.5767123287671232,0.7433526011560693,0.48105263157894734,0.41666666666666663,0.6482758620689656,0.693950177935943,0.7481031866464343,0.5,0
0.6666666666666667,0.8177777777777777,0.7551020408163266,0.5789473684210527,0.8,0.7780346820809247,0.5347368421052632,0.7999999999999998,0.5310344827586208,0.6666666666666666,0.8345978755690442,0.48275862068965525,0
0.2147093712930012,0.44555555555555565,0.24263038548752835,0.0,0.3328767123287671,0.5722543352601156,0.4231578947368421,0.2833333333333333,0.403448275862069,0.2147093712930012,0.44613050075872546,0.0,1
0.8220640569395019,0.6877777777777778,0.6848072562358277,0.5789473684210527,0.5287671232876712,0.5236994219653178,0.6989473684210528,0.6666666666666665,0.6873563218390806,0.8220640569395017,0.5796661608497726,0.5431034482758621,0
0.6915776986951364,0.5855555555555556,0.7312925170068026,0.618421052631579,0.6123287671232878,0.5491329479768786,0.6978947368421051,0.8333333333333333,0.664367816091954,0.6915776986951364,0.5250379362670714,0.5086206896551724,0
0.3167259786476868,0.4511111111111112,0.19614512471655332,0.15789473684210525,0.42328767123287664,0.5953757225433526,0.4652631578947369,0.3833333333333333,0.2804597701149426,0.3167259786476868,0.4643399089529591,0.19827586206896555,1
1.0,0.9199999999999999,0.46371882086167804,0.6842105263157895,0.8150684931506849,0.6335260115606935,0.828421052631579,0.4,0.22298850574712653,1.0,0.8103186646433993,0.8275862068965517,0
0.8540925266903916,0.6455555555555554,0.5204081632653061,0.47368421052631576,0.6342465753424658,0.6473988439306358,0.76,0.33333333333333326,0.43218390804597706,0.8540925266903914,0.631259484066768,0.6206896551724138,0
0.8944246737841044,0.9022222222222223,0.8843537414965985,0.381578947368421,0.5452054794520547,0.7364161849710983,0.7463157894736843,0.5833333333333333,0.8758620689655173,0.8944246737841044,0.8649468892261003,0.3879310344827587,0
0.2775800711743772,0.3433333333333333,0.10997732426303855,0.19736842105263158,0.1780821917808219,0.4601156069364162,0.5136842105263157,0.5,0.39885057471264374,0.2775800711743772,0.3019726858877087,0.21551724137931036,1
0.40925266903914603,0.5322222222222222,0.19387755102040816,0.19736842105263158,0.1780821917808219,0.5953757225433526,0.33263157894736844,0.43333333333333324,0.48390804597701154,0.4092526690391459,0.5189681335356602,0.2327586206896552,1
0.9276393831553975,0.7433333333333334,0.7709750566893424,0.75,0.617808219178082,0.7595375722543353,0.7473684210526315,0.4,0.7000000000000001,0.9276393831553973,0.7723823975720789,0.913793103448276,0
0.7841043890865955,0.7533333333333333,0.5124716553287981,0.47368421052631576,0.5712328767123287,0.830057803468208,0.8589473684210525,0.5999999999999999,0.47701149425287365,0.7841043890865954,0.8254931714719274,0.4741379310344828,0
0.4863582443653619,0.47000000000000003,0.24376417233560088,0.21052631578947367,0.31232876712328766,0.4196531791907514,0.2905263157894737,0.4833333333333334,0.4218390804597702,0.4863582443653618,0.36115326251896823,0.2327586206896552,1
0.7556346381969159,0.8144444444444444,0.5929705215419501,0.6052631578947367,0.973972602739726,0.6346820809248556,0.763157894736842,0.5666666666666667,0.2206896551724139,0.7556346381969158,0.7374810318664644,0.6206896551724138,0
0.8695136417556346,0.7477777777777778,0.6315192743764172,0.8026315789473684,0.6328767123287671,0.6716763005780346,0.8431578947368421,0.6166666666666667,0.5459770114942529,0.8695136417556346,0.7162367223065254,0.7844827586206897,0
0.771055753262159,0.6333333333333333,0.6802721088435374,0.4868421052631579,0.6191780821917807,0.7433526011560693,0.7589473684210526,0.7,0.606896551724138,0.771055753262159,0.6858877086494692,0.43965517241379315,0
0.7615658362989325,0.6388888888888888,0.6882086167800453,0.6578947368421052,0.7671232876712328,0.8173410404624277,0.9568421052631579,0.6333333333333333,0.4908045977011495,0.7615658362989325,0.7374810318664644,0.6379310344827587,0
0.25860023724792414,0.3433333333333333,0.4852607709750567,0.17105263157894737,0.48904109589041095,0.32716763005780336,0.4578947368421053,0.5,0.5183908045977013,0.25860023724792414,0.21396054628224587,0.18965517241379312,1
0.4460260972716489,0.39111111111111113,0.15532879818594103,0.09210526315789473,0.2397260273972603,0.391907514450867,0.48315789473684206,0.2333333333333334,0.39310344827586213,0.4460260972716489,0.28983308042488626,0.13793103448275865,1
0.7093712930011863,0.7266666666666667,0.6723356009070294,0.6973684210526315,0.6027397260273972,0.5294797687861271,0.5305263157894737,0.8333333333333333,0.6126436781609196,0.7093712930011863,0.6100151745068287,0.5689655172413793,0
0.8505338078291815,0.6622222222222222,0.564625850340136,0.47368421052631576,0.7931506849315069,0.6982658959537573,0.6621052631578948,0.6833333333333331,0.3436781609195403,0.8505338078291815,0.6767830045523522,0.43965517241379315,0
0.8422301304863584,0.5988888888888888,0.5929705215419501,0.5526315789473684,0.49315068493150677,0.5664739884393063,0.9494736842105265,0.5999999999999999,0.6241379310344828,0.8422301304863582,0.5462822458270107,0.5517241379310346,0
0.5077105575326216,0.5055555555555555,0.4546485260770975,0.2894736842105263,0.5205479452054795,0.4566473988439306,0.45368421052631575,0.29999999999999993,0.4609195402298851,0.5077105575326216,0.4097116843702581,0.3965517241379311,1
0.8754448398576513,0.7133333333333334,0.5600907029478458,0.3684210526315789,0.6712328767123288,0.692485549132948,0.7915789473684212,0.5333333333333332,0.4413793103448277,0.8754448398576513,0.7071320182094083,0.3879310344827587,0
0.814946619217082,0.7177777777777777,0.564625850340136,0.513157894736842,0.5794520547945206,0.7398843930635838,0.7294736842105263,0.8499999999999999,0.5229885057471265,0.8149466192170818,0.7405159332321702,0.41379310344827586,0
0.7769869513641756,0.7055555555555555,0.6938775510204082,0.5394736842105262,0.7315068493150685,0.6323699421965318,0.9957894736842106,0.75,0.5264367816091955,0.7769869513641756,0.6616084977238241,0.4741379310344828,0
0.7603795966785291,0.5188888888888888,0.6632653061224489,0.4868421052631579,0.5424657534246575,0.5861271676300578,0.7694736842105263,0.5333333333333332,0.6540229885057472,0.7603795966785292,0.5037936267071321,0.5172413793103449,0
